Tool,ID,Title,Description,IaC,Category,Provider,Severity,Query Document,Related Document
Trivy,AWS-0012,CloudFront distribution allows unencrypted (HTTP) communications.,"Plain HTTP is unencrypted and human-readable. This means that if a malicious actor was to eavesdrop on your connection, they would be able to see all of your data flowing back and forth.
You should use HTTPS, which is HTTP over an encrypted (TLS) connection, meaning eavesdroppers cannot read your traffic.
",Multiple(Rego),NaN,AWS,Critical,NaN,https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/using-https-cloudfront-to-s3-origin.html
Trivy,AWS-0013,CloudFront distribution uses outdated SSL/TLS protocols.,"You should not use outdated/insecure TLS versions for encryption. You should be using TLS v1.2+.
Note: that setting *minimum_protocol_version = ""TLSv1.2_2021""* is only possible when *cloudfront_default_certificate* is false (eg. you are not using the cloudfront.net domain name).
If *cloudfront_default_certificate* is true then the Cloudfront API will only allow setting *minimum_protocol_version = ""TLSv1""*, and setting it to any other value will result in a perpetual diff in your *terraform plan*'s.
The only option when using the cloudfront.net domain name is to ignore this rule.
",Multiple(Rego),NaN,AWS,High,NaN,"https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/secure-connections-supported-viewer-protocols-ciphers.html, https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/distribution-web-values-specify.html#DownloadDistValuesGeneral"
Trivy,AWS-0014,Cloudtrail should be enabled in all regions regardless of where your AWS resources are generally homed,"Activity could be happening in your account in a different region. When creating Cloudtrail in the AWS Management Console the trail is configured by default to be multi-region, this isn't the case with the Terraform resource. Cloudtrail should cover the full AWS account to ensure you can track changes in regions you are not actively operating in.
",Multiple(Rego),NaN,AWS,Medium,NaN,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/receive-cloudtrail-log-files-from-multiple-regions.html
Trivy,AWS-0016,Cloudtrail log validation should be enabled to prevent tampering of log data,"Illicit activity could be removed from the logs. Log validation should be activated on Cloudtrail logs to prevent the tampering of the underlying data in the S3 bucket. It is feasible that a rogue actor compromising an AWS account might want to modify the log data to remove trace of their actions.
",Multiple(Rego),NaN,AWS,High,NaN,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-log-file-validation-intro.html
Trivy,AWS-0015,CloudTrail should use Customer managed keys to encrypt the logs,"Using AWS managed keys does not allow for fine grained control.  Using Customer managed keys provides comprehensive control over cryptographic keys, enabling management of policies, permissions, and rotation, thus enhancing security and compliance measures for sensitive data and systems.
",Multiple(Rego),NaN,AWS,High,NaN,"https://docs.aws.amazon.com/awscloudtrail/latest/userguide/encrypting-cloudtrail-log-files-with-aws-kms.html, https://docs.aws.amazon.com/kms/latest/developerguide/concepts.html#key-mgmt"
Trivy,AWS-0162,CloudTrail logs should be stored in S3 and also sent to CloudWatch Logs,"Realtime log analysis is not available without enabling CloudWatch logging.

CloudTrail is a web service that records AWS API calls made in a given account. The recorded information includes the identity of the API caller, the time of the API call, the source IP address of the API caller, the request parameters, and the response elements returned by the AWS service.

CloudTrail uses Amazon S3 for log file storage and delivery, so log files are stored durably. In addition to capturing CloudTrail logs in a specified Amazon S3 bucket for long-term analysis, you can perform real-time analysis by configuring CloudTrail to send logs to CloudWatch Logs.

For a trail that is enabled in all Regions in an account, CloudTrail sends log files from all those Regions to a CloudWatch Logs log group.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/send-cloudtrail-events-to-cloudwatch-logs.html#send-cloudtrail-events-to-cloudwatch-logs-console
Trivy,AWS-0161,The S3 Bucket backing Cloudtrail should be private,"CloudTrail logs will be publicly exposed, potentially containing sensitive information. CloudTrail logs a record of every API call made in your account. These log files are stored in an S3 bucket. CIS recommends that the S3 bucket policy, or access control list (ACL), applied to the S3 bucket that CloudTrail logs to prevents public access to the CloudTrail logs. Allowing public access to CloudTrail log content might aid an adversary in identifying weaknesses in the affected account's use or configuration.
",Multiple(Rego),NaN,AWS,Critical,NaN,https://docs.aws.amazon.com/AmazonS3/latest/userguide/configuring-block-public-access-bucket.html
Trivy,AWS-0163,You should enable bucket access logging on the CloudTrail S3 bucket.,"Amazon S3 bucket access logging generates a log that contains access records for each request made to your S3 bucket. An access log record contains details about the request, such as the request type, the resources specified in the request worked, and the time and date the request was processed.
CIS recommends that you enable bucket access logging on the CloudTrail S3 bucket.
By enabling S3 bucket logging on target S3 buckets, you can capture all events that might affect objects in a target bucket. Configuring logs to be placed in a separate bucket enables access to log information, which can be useful in security and incident response workflows.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/AmazonS3/latest/userguide/ServerLogs.html
Trivy,AWS-0017,CloudWatch log groups should be encrypted using CMK,"CloudWatch log groups are encrypted by default, however, to get the full benefit of controlling key rotation and other KMS aspects a KMS CMK should be used.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/encrypt-log-data-kms.html
Trivy,AWS-0151,Ensure a log metric filter and alarm exist for CloudTrail configuration changes,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
CIS recommends that you create a metric filter and alarm for changes to CloudTrail configuration settings. Monitoring these changes helps ensure sustained visibility to activities in the account.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html
Trivy,AWS-0153,Ensure a log metric filter and alarm exist for disabling or scheduled deletion of customer managed keys,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
CIS recommends that you create a metric filter and alarm for customer managed keys that have changed state to disabled or scheduled deletion. Data encrypted with disabled or deleted keys is no longer accessible.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html
Trivy,AWS-0155,Ensure a log metric filter and alarm exist for AWS Config configuration changes,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
CIS recommends that you create a metric filter and alarm for changes to AWS Config configuration settings. Monitoring these changes helps ensure sustained visibility of configuration items in the account.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html
Trivy,AWS-0152,Ensure a log metric filter and alarm exist for AWS Management Console authentication failures,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
CIS recommends that you create a metric filter and alarm for failed console authentication attempts. Monitoring failed console logins might decrease lead time to detect an attempt to brute-force a credential, which might provide an indicator, such as source IP, that you can use in other event correlations.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-event-reference-aws-console-sign-in-events.html
Trivy,AWS-0150,Ensure a log metric filter and alarm exist for IAM policy changes,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
CIS recommends that you create a metric filter and alarm for changes made to IAM policies. Monitoring these changes helps ensure that authentication and authorization controls remain intact.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html
Trivy,AWS-0157,Ensure a log metric filter and alarm exist for changes to Network Access Control Lists (NACL),"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
NACLs are used as a stateless packet filter to control ingress and egress traffic for subnets in a VPC.
CIS recommends that you create a metric filter and alarm for changes to NACLs. Monitoring these changes helps ensure that AWS resources and services aren't unintentionally exposed.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html
Trivy,AWS-0158,Ensure a log metric filter and alarm exist for changes to network gateways,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
Network gateways are required to send and receive traffic to a destination outside a VPC.
CIS recommends that you create a metric filter and alarm for changes to network gateways. Monitoring these changes helps ensure that all ingress and egress traffic traverses the VPC border via a controlled path.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html
Trivy,AWS-0148,Ensure a log metric filter and alarm exist for AWS Management Console sign-in without MFA,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
CIS recommends that you create a metric filter and alarm console logins that  aren't protected by MFA. Monitoring for single-factor console logins increases visibility into accounts that aren't protected by MFA.
",Multiple(Rego),NaN,AWS,Low,NaN,https://aws.amazon.com/iam/features/mfa/
Trivy,AWS-0174,Ensure a log metric filter and alarm exist for organisation changes,"Monitoring AWS Organizations changes can help you prevent any unwanted, accidental or
intentional modifications that may lead to unauthorized access or other security breaches.
This monitoring technique helps you to ensure that any unexpected changes performed
within your AWS Organizations can be investigated and any unwanted changes can be
rolled back.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/organizations/latest/userguide/orgs_security_incident-response.html
Trivy,AWS-0149,Ensure a log metric filter and alarm exist for usage of root user,"You can do real-time monitoring of API calls directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
CIS recommends that you create a metric filter and alarm for root user login attempts. Monitoring for root user logins provides visibility into the use of a fully privileged account and an opportunity to reduce the use of it.
",Multiple(Rego),NaN,AWS,Low,NaN,https://aws.amazon.com/iam/features/mfa/
Trivy,AWS-0159,Ensure a log metric filter and alarm exist for route table changes,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
Routing tables route network traffic between subnets and to network gateways.
CIS recommends that you create a metric filter and alarm for changes to route tables. Monitoring these changes helps ensure that all VPC traffic flows through an expected path.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html
Trivy,AWS-0154,Ensure a log metric filter and alarm exist for S3 bucket policy changes,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
CIS recommends that you create a metric filter and alarm for changes to S3 bucket policies. Monitoring these changes might reduce time to detect and correct permissive policies on sensitive S3 buckets.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html
Trivy,AWS-0156,Ensure a log metric filter and alarm exist for security group changes,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
Security groups are a stateful packet filter that controls ingress and egress traffic in a VPC.
CIS recommends that you create a metric filter and alarm for changes to security groups. Monitoring these changes helps ensure that resources and services aren't unintentionally exposed.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html
Trivy,AWS-0147,Ensure a log metric filter and alarm exist for unauthorized API calls,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms. You can have more than one VPC in an account, and you can create a peer connection between two VPCs, enabling network traffic to route between VPCs.
CIS recommends that you create a metric filter and alarm for changes to VPCs. Monitoring these changes helps ensure that authentication and authorization controls remain intact.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/encrypt-log-data-kms.html
Trivy,AWS-0160,Ensure a log metric filter and alarm exist for VPC changes,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
You can have more than one VPC in an account, and you can create a peer connection between two VPCs, enabling network traffic to route between VPCs.
CIS recommends that you create a metric filter and alarm for changes to VPCs. Monitoring these changes helps ensure that authentication and authorization controls remain intact.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html
Trivy,AWS-0018,CodeBuild Project artifacts encryption should not be disabled,"All artifacts produced by your CodeBuild project pipeline should always be encrypted
",Multiple(Rego),NaN,AWS,High,NaN,"https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-codebuild-project-artifacts.html, https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-codebuild-project.html"
Trivy,AWS-0019,Config configuration aggregator should be using all regions for source,"Sources that aren't covered by the aggregator are not include in the configuration. The configuration aggregator should be configured with all_regions for the source.
This will help limit the risk of any unmonitored configuration in regions that are thought to be unused.
",Multiple(Rego),NaN,AWS,High,NaN,https://docs.aws.amazon.com/config/latest/developerguide/aggregate-data.html
Trivy,AWS-0020,DocumentDB logs export should be enabled,"Document DB does not have auditing by default. To ensure that you are able to accurately audit the usage of your DocumentDB cluster you should enable export logs.
",Multiple(Rego),NaN,AWS,Medium,NaN,https://docs.aws.amazon.com/documentdb/latest/developerguide/event-auditing.html
Trivy,AWS-0021,DocumentDB storage must be encrypted,"Unencrypted sensitive data is vulnerable to compromise. Encryption of the underlying storage used by DocumentDB ensures that if their is compromise of the disks, the data is still protected.
",Multiple(Rego),NaN,AWS,High,NaN,https://docs.aws.amazon.com/documentdb/latest/developerguide/encryption-at-rest.html
Trivy,AWS-0022,DocumentDB encryption should use Customer Managed Keys,"Using AWS managed keys does not allow for fine grained control. Encryption using AWS keys provides protection for your DocumentDB underlying storage. To increase control of the encryption and manage factors like rotation use customer managed keys.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/documentdb/latest/developerguide/security.encryption.ssl.public-key.html
Trivy,AWS-0023,DAX Cluster should always encrypt data at rest,"Data can be freely read if compromised. Amazon DynamoDB Accelerator (DAX) encryption at rest provides an additional layer of data protection by helping secure your data from unauthorized access to the underlying storage.
",Multiple(Rego),NaN,AWS,High,NaN,"https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/DAXEncryptionAtRest.html, https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-dax-cluster.html"
Trivy,AWS-0024,Point in time recovery should be enabled to protect DynamoDB table,"DynamoDB tables should be protected against accidentally or malicious write/delete actions by ensuring that there is adequate protection.
By enabling point-in-time-recovery you can restore to a known point in the event of loss of data.
",Multiple(Rego),NaN,AWS,Medium,NaN,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/PointInTimeRecovery.html
Trivy,AWS-0025,DynamoDB tables should use at rest encryption with a Customer Managed Key,"Using AWS managed keys does not allow for fine grained control. DynamoDB tables are encrypted by default using AWS managed encryption keys. To increase control of the encryption and control the management of factors like key rotation, use a Customer Managed Key.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/EncryptionAtRest.html
Trivy,AWS-0099,Missing description for security group.,"Security groups should include a description for auditing purposes.

Simplifies auditing, debugging, and managing security groups.
",Multiple(Rego),NaN,AWS,Low,NaN,https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-rules-description.html
Trivy,AWS-0124,Missing description for security group rule.,"Security group rules should include a description for auditing purposes.

Simplifies auditing, debugging, and managing security groups.
",Multiple(Rego),NaN,AWS,Low,NaN,https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-rules-description.html
Trivy,AWS-0008,Launch configuration with unencrypted block device.,"Block devices should be encrypted to ensure sensitive data is held securely at rest.
",Multiple(Rego),NaN,AWS,High,NaN,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/RootDeviceStorage.html
Trivy,AWS-0130,aws_instance should activate session tokens for Instance Metadata Service.,"IMDS v2 (Instance Metadata Service) introduced session authentication tokens which improve security when talking to IMDS.

By default <code>aws_instance</code> resource sets IMDS session auth tokens to be optional.

To fully protect IMDS you need to enable session tokens by using <code>metadata_options</code> block and its <code>http_tokens</code> variable set to <code>required</code>.
",Multiple(Rego),NaN,AWS,High,NaN,https://aws.amazon.com/blogs/security/defense-in-depth-open-firewalls-reverse-proxies-ssrf-vulnerabilities-ec2-instance-metadata-service
Trivy,AWS-0129,User data for EC2 instances must not contain sensitive AWS keys,"EC2 instance data is used to pass start up information into the EC2 instance. This userdata must not contain access key credentials. Instead use an IAM Instance Profile assigned to the instance to grant access to other AWS Services.
",Multiple(Rego),NaN,AWS,Critical,NaN,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/instancedata-add-user-data.html
Trivy,AWS-0131,Instance with unencrypted block device.,"Block devices should be encrypted to ensure sensitive data is held securely at rest.
",Multiple(Rego),NaN,AWS,High,NaN,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/RootDeviceStorage.html
Trivy,AWS-0026,EBS volumes must be encrypted,"By enabling encryption on EBS volumes you protect the volume, the disk I/O and any derived snapshots from compromise if intercepted.
",Multiple(Rego),NaN,AWS,High,NaN,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/EBSEncryption.html
Trivy,AWS-0027,EBS volume encryption should use Customer Managed Keys,"Encryption using AWS keys provides protection for your EBS volume. To increase control of the encryption and manage factors like rotation use customer managed keys.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/EBSEncryption.html
Trivy,AWS-0028,aws_instance should activate session tokens for Instance Metadata Service.,"IMDS v2 (Instance Metadata Service) introduced session authentication tokens which improve security when talking to IMDS.

By default <code>aws_instance</code> resource sets IMDS session auth tokens to be optional.

To fully protect IMDS you need to enable session tokens by using <code>metadata_options</code> block and its <code>http_tokens</code> variable set to <code>required</code>.
",Multiple(Rego),NaN,AWS,High,NaN,https://aws.amazon.com/blogs/security/defense-in-depth-open-firewalls-reverse-proxies-ssrf-vulnerabilities-ec2-instance-metadata-service
Trivy,AWS-0101,AWS best practice to not use the default VPC for workflows,"Default VPC does not have a lot of the critical security features that standard VPC comes with, new resources should not be created in the default VPC and it should not be present in the Terraform.
",Multiple(Rego),NaN,AWS,High,NaN,https://docs.aws.amazon.com/vpc/latest/userguide/default-vpc.html
Trivy,AWS-0102,An Network ACL rule allows ALL ports.,"Ensure access to specific required ports is allowed, and nothing else.
",Multiple(Rego),NaN,AWS,Critical,NaN,https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html
Trivy,AWS-0104,A security group rule should not allow unrestricted egress to any IP address.,"Opening up ports to connect out to the public internet is generally to be avoided. You should restrict access to IP addresses or ranges that are explicitly required where possible.
",Multiple(Rego),NaN,AWS,Critical,NaN,https://docs.aws.amazon.com/whitepapers/latest/building-scalable-secure-multi-vpc-network-infrastructure/centralized-egress-to-internet.html
Trivy,AWS-0105,Network ACLs should not allow unrestricted ingress to SSH or RDP from any IP address.,"The Network Access Control List (NACL) function provide stateless filtering of ingress and
egress network traffic to AWS resources. It is recommended that no NACL allows
unrestricted ingress access to remote server administration ports, such as SSH to port 22
and RDP to port 3389.
",Multiple(Rego),NaN,AWS,Medium,NaN,"https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html, https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-21"
Trivy,AWS-0107,Security groups should not allow unrestricted ingress to SSH or RDP from any IP address.,"Security groups provide stateful filtering of ingress and egress network traffic to AWS
resources. It is recommended that no security group allows unrestricted ingress access to
remote server administration ports, such as SSH to port 22 and RDP to port 3389.
",Multiple(Rego),NaN,AWS,High,NaN,"https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/security-group-rules-reference.html, https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-13, https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-14"
Trivy,AWS-0009,Launch configuration should not have a public IP address.,"You should limit the provision of public IP addresses for resources. Resources should not be exposed on the public internet, but should have access limited to consumers required for the function of your application.
",Multiple(Rego),NaN,AWS,High,NaN,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-instance-addressing.html
Trivy,AWS-0164,Instances in a subnet should not receive a public IP address by default.,"You should limit the provision of public IP addresses for resources. Resources should not be exposed on the public internet, but should have access limited to consumers required for the function of your application.
",Multiple(Rego),NaN,AWS,High,NaN,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-instance-addressing.html#concepts-public-addresses
Trivy,AWS-0029,User data for EC2 instances must not contain sensitive AWS keys,"EC2 instance data is used to pass start up information into the EC2 instance. This userdata must not contain access key credentials. Instead use an IAM Instance Profile assigned to the instance to grant access to other AWS Services.
",Multiple(Rego),NaN,AWS,Critical,NaN,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/instancedata-add-user-data.html
Trivy,AWS-0122,Ensure all data stored in the launch configuration EBS is securely encrypted,"When creating Launch Configurations, user data can be used for the initial configuration of the instance. User data must not contain any sensitive data.
",Multiple(Rego),NaN,AWS,High,NaN,
Trivy,AWS-0178,"VPC Flow Logs is a feature that enables you to capture information about the IP traffic going to and from network interfaces in your VPC. After you've created a flow log, you can view and retrieve its data in Amazon CloudWatch Logs. It is recommended that VPC Flow Logs be enabled for packet ""Rejects"" for VPCs.","VPC Flow Logs provide visibility into network traffic that traverses the VPC and can be used to detect anomalous traffic or insight during security workflows.
",Multiple(Rego),NaN,AWS,Medium,NaN,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/RootDeviceStorage.html
Trivy,AWS-0173,Default security group should restrict all traffic,"Configuring all VPC default security groups to restrict all traffic will encourage least

privilege security group development and mindful placement of AWS resources into

security groups which will in-turn reduce the exposure of those resources.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/default-custom-security-groups.html
Trivy,AWS-0344,AWS AMI data source should specify owners,"AWS AMI data source should specify owners to avoid using unverified AMIs.
The owners field helps ensure you're using AMIs from known and trusted sources.
",Multiple(Rego),NaN,AWS,Low,NaN,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/data-sources/ami
Trivy,AWS-0030,ECR repository has image scans disabled.,"Repository image scans should be enabled to ensure vulnerable software can be discovered and remediated as soon as possible.
",Multiple(Rego),NaN,AWS,High,NaN,https://docs.aws.amazon.com/AmazonECR/latest/userguide/image-scanning.html
Trivy,AWS-0031,ECR images tags shouldn't be mutable.,"ECR images should be set to IMMUTABLE to prevent code injection through image mutation.
This can be done by setting <code>image_tag_mutability</code> to <code>IMMUTABLE</code>
",Multiple(Rego),NaN,AWS,High,NaN,https://sysdig.com/blog/toctou-tag-mutability/
Trivy,AWS-0032,ECR repository policy must block public access,"Allowing public access to the ECR repository risks leaking sensitive of abusable information
",Multiple(Rego),NaN,AWS,High,NaN,https://docs.aws.amazon.com/AmazonECR/latest/public/public-repository-policies.html
Trivy,AWS-0033,ECR Repository should use customer managed keys to allow more control,"Images in the ECR repository are encrypted by default using AWS managed encryption keys. To increase control of the encryption and control the management of factors like key rotation, use a Customer Managed Key.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/AmazonECR/latest/userguide/encryption-at-rest.html
Trivy,AWS-0034,ECS clusters should have container insights enabled,"Cloudwatch Container Insights provide more metrics and logs for container based applications and micro services.
",Multiple(Rego),NaN,AWS,Low,NaN,https://docs.aws.amazon.com/AmazonCloudWatch/latest/monitoring/ContainerInsights.html
Trivy,AWS-0035,ECS Task Definitions with EFS volumes should use in-transit encryption,"ECS task definitions that have volumes using EFS configuration should explicitly enable in transit encryption to prevent the risk of data loss due to interception.
",Multiple(Rego),NaN,AWS,High,NaN,"https://docs.aws.amazon.com/AmazonECS/latest/userguide/efs-volumes.html, https://docs.aws.amazon.com/efs/latest/ug/encryption-in-transit.html"
Trivy,AWS-0036,Task definition defines sensitive environment variable(s).,"You should not make secrets available to a user in plaintext in any scenario. Secrets can instead be pulled from a secure secret storage system by the service requiring them.
",Multiple(Rego),NaN,AWS,Critical,NaN,"https://docs.aws.amazon.com/systems-manager/latest/userguide/integration-ps-secretsmanager.html, https://www.vaultproject.io/"
Trivy,AWS-0037,EFS Encryption has not been enabled,"If your organization is subject to corporate or regulatory policies that require encryption of data and metadata at rest, we recommend creating a file system that is encrypted at rest, and mounting your file system using encryption of data in transit.
",Multiple(Rego),NaN,AWS,High,NaN,https://docs.aws.amazon.com/efs/latest/ug/encryption.html
